title,price,link,store,category,query,brand_or_model,model,suffix
"موبايل اوبو A3X شبكة الجيل الرابع 4G (لون أزرق لؤلؤي، ذاكرة رام 4 جيجابايت، ذاكرة روم 64 جيجابايت)",5490,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A7%D9%88%D8%A8%D9%88-%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D8%B9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0DHSC7QRB/ref=sr_1_1,Amazon,mobiles,oppo,اوبو,A3X,
"موبايل اوبو رينو 13F شبكة الجيل الرابع 4G شريحتين اتصال بذاكرة رام 8 جيجابايت وسعة تخزين 256 جيجابايت، لون أزرق",13999,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A7%D9%88%D8%A8%D9%88-%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0DWXWSPYC/ref=sr_1_2,Amazon,mobiles,oppo,اوبو,13F,
"أوبو A3x، ذاكرة رام 4 جيجابايت، تخزين 128 جيجابايت - نيبولا ريد",6375,https://www.amazon.eg/%D8%A3%D9%88%D8%A8%D9%88-%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%AA%D8%AE%D8%B2%D9%8A%D9%86-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0DDC17KHG/ref=sr_1_3,Amazon,mobiles,oppo,اوبو,A3X,
"موبايل رينو 13F شبكة الجيل الخامس 5G من اوبو، بشريحتين اتصال بسعة 256 جيجابايت وذاكرة رام 12 جيجابايت - رمادي جرافيت",17666,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D9%88%D8%B0%D8%A7%D9%83%D8%B1%D8%A9/dp/B0DWXXWK3V/ref=sr_1_4,Amazon,mobiles,oppo,اوبو,13F,
موبايل أوبو A3X بسعة تخزين 64 جيجابايت وذاكرة رام 4 جيجابايت - أحمر نيبولا,5360,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A3%D9%88%D8%A8%D9%88-%D8%AA%D8%AE%D8%B2%D9%8A%D9%86-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D9%88%D8%B0%D8%A7%D9%83%D8%B1%D8%A9/dp/B0DYF4VYMC/ref=sr_1_6,Amazon,mobiles,oppo,اوبو,A3X,
أوبو A5 Pro شبكة الجيل الرابع 4G بسعة 256 جيجابايت ورام 8 جيجابايت أخضر زيتوني,11444,https://www.amazon.eg/A5-Pro-%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D8%B9-256-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0F4PHFMFF/ref=sr_1_7,Amazon,mobiles,oppo,اوبو,A5,Pro
"ريلمي 14T 5G، ذاكرة رام 8 جيجا، 256جيجا، ارجواني فاتح",13500,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%8C-256%D8%AC%D9%8A%D8%AC%D8%A7%D8%8C-%D8%A7%D8%B1%D8%AC%D9%88%D8%A7%D9%86%D9%8A/dp/B0F99WTGSZ/ref=sr_1_10,Amazon,mobiles,oppo,ريلمي,14T,
موبايل اوبو رينو 11 ذاكرة 12 جيجابايت و256 شبكة الجيل الخامس 5G لون روك جراي - إصدار الإمارات العربية المتحدة رمادي بشريحتين,18750,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A7%D9%88%D8%A8%D9%88-11-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3/dp/B0CRHPG672/ref=sr_1_15,Amazon,mobiles,oppo,اوبو,11,
"ريلمي 14 5G، 12 جيجابايت رام، 256 جيجابايت، ستورم تيتانيوم",18200,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%B3%D8%AA%D9%88%D8%B1%D9%85-%D8%AA%D9%8A%D8%AA%D8%A7%D9%86%D9%8A%D9%88%D9%85/dp/B0F99RCKNB/ref=sr_1_20,Amazon,mobiles,oppo,ريلمي,14,
"موبايل ريلمي شبكة الجيل الرابع C61 4G، ذاكرة رام 6 جيجابايت، سعة تخزينية 128 جيجابايت- أخضر غامق",6115.78,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-C61-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%AA%D8%AE%D8%B2%D9%8A%D9%86%D9%8A%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0D856WYB7/ref=sr_1_22,Amazon,mobiles,oppo,ريلمي,C61,
"ريلمي 14T 5G، ذاكرة رام 8 جيجابايت، 256 جيجابايت، اسود اوبسيديان",14250,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%A7%D8%B3%D9%88%D8%AF-%D8%A7%D9%88%D8%A8%D8%B3%D9%8A%D8%AF%D9%8A%D8%A7%D9%86/dp/B0F99X6VHQ/ref=sr_1_25,Amazon,mobiles,oppo,ريلمي,14T,
"موبايل ذكي اورا TA-1631 DS 4 جيجابايت/128 جيجابايت NENA2 شريحتين اتصال، مقاس 6.56 بوصة، أخضر من اتش ام دي، نينا 2",4910.4,https://www.amazon.eg/TA-1631-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%A7%D8%AA%D8%B4-%D8%A7%D9%85/dp/B0D7ZSL3GG/ref=sr_1_28,Amazon,mobiles,oppo,Unknown,1631,
"موبايل سامسونج جالاكسي M55 شبكة الجيل الخامس 5G يعمل بنظام أندرويد بشريحتي اتصال وذاكرة رام 8 جيجابايت وسعة تخزينية 256 جيجابايت، لون أخضر فاتح، ضمان لمدة عام/إصدار محلي",15899,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0DNMM1RYQ/ref=sr_1_29,Amazon,mobiles,oppo,سامسونج,M55,
جوال ريلمي C67 ثنائي شرائح الاتصال بذاكرة روم 256GB - RAM 8GB (جي اس ام فقط | بدون سي دي ايه) هاتف ذكي 4G LTE مفتوح من المصنع (صني اويسيس) اصدار عالمي,9590,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%B4%D8%B1%D8%A7%D8%A6%D8%AD-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9/dp/B0CQRCWH7P/ref=sr_1_30,Amazon,mobiles,oppo,ريلمي,C67,
موبايل ريلمي نوت 50 بشريحتين اتصال وذاكرة ROM سعة 128 جيجا رام 4 بتقنية GSM فقط بدون سي دي ام ايه وشبكة الجيل الرابع 4G LTE مفتوحة من المصنع إصدار عالمي لون أسود ميدنايت,5550,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D9%88%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D9%85%D9%8A%D8%AF%D9%86%D8%A7%D9%8A%D8%AA/dp/B0CV4KL9HC/ref=sr_1_31,Amazon,mobiles,oppo,ريلمي,50,
موبايل ريلمي C53 ثنائي شرائح الاتصال بذاكرة ROM 128 جيجابايت رام 6 GB شبكة الجيل الرابع 4G ذهبي شامبيون نسخة الشرق الأوسط,7075,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%B4%D8%A7%D9%85%D8%A8%D9%8A%D9%88%D9%86/dp/B0C5XJ2HRM/ref=sr_1_32,Amazon,mobiles,oppo,ريلمي,C53,
موبايل ريلمي نوت 50 ذاكرة رام 4 جيجابايت السعة التخزينية 128 أسود غامق بشريحتين,5665.78,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-50-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%A7%D9%84%D8%AA%D8%AE%D8%B2%D9%8A%D9%86%D9%8A%D8%A9-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0D1VMW5JD/ref=sr_1_33,Amazon,mobiles,oppo,ريلمي,50,
"موبايل شاومي ريدمي نوت 13 8GB بشريحتين اتصال، ذاكرة رام 8 جيجا + ذاكرة تخزين داخلية 256 جيجا (6.67 بوصة) (شبكة الجيل الرابع 4G) - (ميدنايت بلاك)",8990,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B4%D8%A7%D9%88%D9%85%D9%8A-13-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%8C/dp/B0CWRLJYGJ/ref=sr_1_34,Amazon,mobiles,oppo,شاومي,13,نوت
موبايل سامسونج جالاكسي S23 الترا بذاكرة رام 12 جيجا ذكي يعمل بنظام اندرويد بشريحتين اتصال لون أسود فانتوم,47950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0BSLBMCB2/ref=sr_1_37,Amazon,mobiles,oppo,سامسونج,S23,
"موبايل فيفو Y19S شبكة الجيل الرابع 4G ثنائي شرائح الاتصال بذاكرة رام 6 جيجا بايت وسعة تخزين 128 جيجا بايت، إصدار الشرق الأوسط - فضي لؤلؤي",7199,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%81%D9%8A%D9%81%D9%88-%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D8%B9-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9/dp/B0DW48GRM4/ref=sr_1_1,Amazon,mobiles,vivo,فيفو,Y19S,
"موبايل فيفو Y04 4G بشريحتين اتصال وذاكرة رام 4Gb، سعة 128Gb و5000 ميلي أمبير في الساعة، إصدار الشرق الأوسط - لون ذهبي",5349,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D9%88%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%A7%D9%84%D8%B3%D8%A7%D8%B9%D8%A9%D8%8C-%D8%A7%D9%84%D8%A3%D9%88%D8%B3%D8%B7/dp/B0DZVS998Y/ref=sr_1_2,Amazon,mobiles,vivo,فيفو,Y04,
"موبايل فيفو Y04 4G بشريحتين اتصال وذاكرة رام 4Gb، سعة 64Gb و5000 ميلي امبير في الساعة، إصدار الشرق الأوسط - أخضر",4760,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D9%88%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%A7%D9%84%D8%B3%D8%A7%D8%B9%D8%A9%D8%8C-%D8%A7%D9%84%D8%A3%D9%88%D8%B3%D8%B7/dp/B0DZVSGFT1/ref=sr_1_3,Amazon,mobiles,vivo,فيفو,Y04,
"موبايل فيفو Y04 شبكة الجيل الرابع 4G بشريحتين اتصال مع مساحة ذاكرة رام 4Gb، سعة 64Gb و5000 ميلي امبير في الساعة، إصدار الشرق الأوسط - لون ذهبي",4799,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D8%B9-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%A7%D9%84%D8%B3%D8%A7%D8%B9%D8%A9%D8%8C-%D8%A7%D9%84%D8%A3%D9%88%D8%B3%D8%B7/dp/B0DZVQZW1K/ref=sr_1_4,Amazon,mobiles,vivo,فيفو,Y04,
"موبايل فيفو Y19s شبكة الجيل الرابع 4G، بشريحتين اتصال، وذاكرة رام 6 جيجابايت وذاكرة داخلية 128 جيجابايت، إصدار الشرق الأوسط",6999,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%81%D9%8A%D9%81%D9%88-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B07WHQZQ8W/ref=sr_1_5,Amazon,mobiles,vivo,فيفو,Y19S,
"موبايل X9c ذاكرة رام 12 جيجابايت 256 جيجابايت مع شريحتين اتصال تيتانيوم وشبكة الجيل الخامس 5G من هونر، لون أرجواني",16999,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%AA%D9%8A%D8%AA%D8%A7%D9%86%D9%8A%D9%88%D9%85-%D8%A3%D8%B1%D8%AC%D9%88%D8%A7%D9%86%D9%8A/dp/B0DMSGL44P/ref=sr_1_9,Amazon,mobiles,vivo,Unknown,X9C,
"موبايل سامسونج جالاكسي A05s، هاتف ذكي يعمل بنظام اندرويد، بشريحتين اتصال، ذاكرة RAM سعة 6 جيحا، - تخزين 128 جيجا، أسود - ضمان لمدة عام/إصدار محلي",5890,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF%D8%8C-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0CP45ZGRK/ref=sr_1_11,Amazon,mobiles,vivo,سامسونج,A05S,
"موبايل سامسونج جالاكسي A16 ال تي اي، موبايل ذكي يعمل بنظام اندرويد، بشريحتين اتصال، ذاكرة رام سعة 4 جيحابايت، وسعة تخزينية 128 جيجابايت، أخضر فاتح",7070,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF%D8%8C-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%AC%D9%8A%D8%AD%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0DM1RCBHR/ref=sr_1_12,Amazon,mobiles,vivo,سامسونج,A16,
موبايل ريلمي نوت 50 ذاكرة رام 4 جيجابايت السعة التخزينية 128 أسود غامق بشريحتين,5665.78,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-50-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%A7%D9%84%D8%AA%D8%AE%D8%B2%D9%8A%D9%86%D9%8A%D8%A9-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0D1VMW5JD/ref=sr_1_13,Amazon,mobiles,vivo,ريلمي,50,
"موبايل سامسونج جالاكسي M55 شبكة الجيل الخامس 5G يعمل بنظام أندرويد بشريحتي اتصال وذاكرة رام 8 جيجابايت وسعة تخزينية 128 جيجابايت، لون أسود، ضمان لمدة عام/إصدار محلي",13999,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0DNMMSRT2/ref=sr_1_14,Amazon,mobiles,vivo,سامسونج,M55,
ريلمي جوال C75 ثنائي شرائح الاتصال بذاكرة روم 128GB وذاكرة RAM 8GB (جي اس ام فقط | بدون سي دي ام ايه) هاتف ذكي 4G/LTE مفتوح من المصنع (ذهبي) - اصدار عالمي,8350,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-C75-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D9%88%D8%B0%D8%A7%D9%83%D8%B1%D8%A9/dp/B0DRVRSNZ6/ref=sr_1_15,Amazon,mobiles,vivo,ريلمي,C75,
جوال ريلمي C67 ثنائي شرائح الاتصال بذاكرة روم 256GB - RAM 8GB (جي اس ام فقط | بدون سي دي ايه) هاتف ذكي 4G LTE مفتوح من المصنع (صني اويسيس) اصدار عالمي,9590,https://www.amazon.eg/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%B4%D8%B1%D8%A7%D8%A6%D8%AD-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9/dp/B0CQRCWH7P/ref=sr_1_16,Amazon,mobiles,vivo,ريلمي,C67,
موبايل اوبو رينو 11 ذاكرة 12 جيجابايت و256 شبكة الجيل الخامس 5G لون روك جراي - إصدار الإمارات العربية المتحدة رمادي بشريحتين,18750,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A7%D9%88%D8%A8%D9%88-11-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3/dp/B0CRHPG672/ref=sr_1_19,Amazon,mobiles,vivo,اوبو,11,
"موبايل ون بلس 12 شبكة الجيل الخامس 5G ثنائي شرائح الاتصال بذاكرة رام 16 جيجابايت وذاكرة تخزين 512 جيجابايت، لون زمردي فلوي - النسخة العالمية",39350,https://www.amazon.eg/%D9%88%D9%86-%D8%A8%D9%84%D8%B3-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0CQPP6JTH/ref=sr_1_20,Amazon,mobiles,vivo,ون بلس,12,
"موبايل سامسونج جالاكسي A35 الجيل الخامس 5G، موبايل ذكي يعمل بنظام أندرويد، مزود بشريحتين اتصال، ذاكرة رام 8 جيجابايت، ذاكرة تخزين 256 جيجابايت، لون ايس بلو رائع، إصدار محلي",17450,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF%D8%8C-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0CX9651RT/ref=sr_1_22,Amazon,mobiles,vivo,سامسونج,A35,
"موبايل جوجل بيكسل 6 برو بذاكرة داخلية 128 جيجابايت، ذاكرة رام 12 جيجابايت، شبكة الجيل الخامس 5G- لون أسود متدرج (ستورمي)",27000,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%AC%D9%88%D8%AC%D9%84-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B09HTTTLJ2/ref=sr_1_26,Amazon,mobiles,vivo,جوجل,6,برو
"موبايل ون بلس 12R رمادي حديدي، ذاكرة رام 16 جيجابايت، تخزين 256 بشريحتين",31950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%88%D9%86-%D8%A8%D9%84%D8%B3-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0CQYNM3ZF/ref=sr_1_3,Amazon,mobiles,oneplus,ون بلس,12R,
"موبايل ون بلس 12 شبكة الجيل الخامس 5G ثنائي شرائح الاتصال بذاكرة رام 16 جيجابايت وذاكرة تخزين 512 جيجابايت، لون زمردي فلوي - النسخة العالمية",39350,https://www.amazon.eg/%D9%88%D9%86-%D8%A8%D9%84%D8%B3-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0CQPP6JTH/ref=sr_1_4,Amazon,mobiles,oneplus,ون بلس,12,
"موبايل ون بلس 13 أكثر ذكاء بالذكاء الاصطناعي بذاكرة رام 16 جيجابايت، تخزين 512 جيجابايت، بلون أسود اكليبس - النسخة الهندية",48550,https://www.amazon.eg/%D9%88%D9%86-%D8%A8%D9%84%D8%B3-13-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0DQ8W9CTT/ref=sr_1_5,Amazon,mobiles,oneplus,ون بلس,13,
"موبايل بوكو X6 برو شبكة الجيل الخامس 5G، ثنائي شرائح الاتصال، رمادي، ذاكرة رام 12 جيجابايت وذاكرة 512 جيجابايت - إصدار عالمي",19950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%8C-%D8%B1%D9%85%D8%A7%D8%AF%D9%8A%D8%8C-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0CPXZHT66/ref=sr_1_8,Amazon,mobiles,oneplus,بوكو,X6,برو
"موبايل سامسونج جالاكسي M55 شبكة الجيل الخامس 5G يعمل بنظام أندرويد بشريحتي اتصال وذاكرة رام 8 جيجابايت وسعة تخزينية 128 جيجابايت، لون أسود، ضمان لمدة عام/إصدار محلي",13999,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0DNMMSRT2/ref=sr_1_9,Amazon,mobiles,oneplus,سامسونج,M55,
موبايل جوجل بيكسل 7 شريحة واحدة شبكة الجيل الخامس 5G ذاكرة رام 8 جيجابايت 256 لون اوبسيديان اصدار امريكا أسود,25950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%AC%D9%88%D8%AC%D9%84-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%A7%D9%88%D8%A8%D8%B3%D9%8A%D8%AF%D9%8A%D8%A7%D9%86/dp/B0BCQS263K/ref=sr_1_10,Amazon,mobiles,oneplus,جوجل,7,
موبايل اوبو رينو 11 ذاكرة 12 جيجابايت و256 شبكة الجيل الخامس 5G لون روك جراي - إصدار الإمارات العربية المتحدة رمادي بشريحتين,18750,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A7%D9%88%D8%A8%D9%88-11-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3/dp/B0CRHPG672/ref=sr_1_12,Amazon,mobiles,oneplus,اوبو,11,
